Id,Type,Quantity,Sales,Shipping,Customer Name,Province,Region
1592,Office Supplies,10,142.15,Regular Air,Maria Bertelson,Manitoba,Prarie
1593,Office Supplies,21,330.22,Regular Air,Meg O'Connel,Manitoba,Prarie
1594,Office Supplies,6,321.71,Regular Air,Maria Bertelson,Manitoba,Prarie
1595,Office Supplies,48,5198.12,Delivery Truck,Helen Andreada,Manitoba,Prarie
1596,Office Supplies,23,188.53,Regular Air,Helen Andreada,Manitoba,Prarie
1597,Office Supplies,19,718.41,Regular Air,Helen Andreada,Manitoba,Prarie
1598,Furniture,35,436.98,Regular Air,Brian Thompson,Manitoba,Prarie
1599,Technology,4,136.68,Express Air,Hallie Redmond,Manitoba,Prarie
1600,Furniture,24,1452.48,Express Air,Hallie Redmond,Manitoba,Prarie
1601,Office Supplies,19,3555.29,Express Air,Hallie Redmond,Manitoba,Prarie
1602,Office Supplies,38,71.12,Regular Air,Liz Thompson,Manitoba,Prarie
1603,Furniture,9,691.09,Regular Air,Jason Gross,Manitoba,Prarie
1604,Office Supplies,33,713.7,Regular Air,Jason Gross,Manitoba,Prarie
1605,Technology,15,333.3,Regular Air,Christine Sundaresam,Manitoba,Prarie
1606,Office Supplies,27,85.77,Regular Air,Christine Sundaresam,Manitoba,Prarie
1607,Office Supplies,13,149.31,Regular Air,Christine Sundaresam,Manitoba,Prarie
1608,Office Supplies,6,54.3,Regular Air,Katrina Bavinger,Manitoba,Prarie
1609,Technology,1,1409.86,Delivery Truck,Hallie Redmond,Manitoba,Prarie
1610,Furniture,35,9843.11,Delivery Truck,Maria Bertelson,Manitoba,Prarie
1611,Technology,15,7190.06,Delivery Truck,Maria Bertelson,Manitoba,Prarie
1612,Technology,38,3701.5205,Regular Air,Katrina Bavinger,Manitoba,Prarie
1613,Office Supplies,27,7333.45,Regular Air,Christine Sundaresam,Manitoba,Prarie
1614,Technology,41,4256.51,Regular Air,Bruce Stewart,Manitoba,Prarie
1615,Technology,12,503.08,Regular Air,Bruce Stewart,Manitoba,Prarie
1616,Office Supplies,15,76.94,Express Air,Bruce Stewart,Manitoba,Prarie
1617,Office Supplies,37,252.99,Regular Air,Maria Bertelson,Manitoba,Prarie
1618,Technology,36,17304.85,Delivery Truck,Mary Zewe,Manitoba,Prarie
1619,Office Supplies,20,794.32,Regular Air,Mary Zewe,Manitoba,Prarie
1620,Technology,31,163.89,Regular Air,Ivan Gibson,Manitoba,Prarie
1621,Office Supplies,12,115.45,Regular Air,Ivan Gibson,Manitoba,Prarie
1622,Technology,2,154.94,Regular Air,Ken Lonsdale,Manitoba,Prarie
1623,Technology,44,1642.642,Express Air,Ken Lonsdale,Manitoba,Prarie
1624,Furniture,4,770.76,Delivery Truck,Doug Bickford,Ontario,Ontario
1625,Office Supplies,37,270.43,Regular Air,Liz Thompson,Ontario,Ontario
1626,Office Supplies,24,1339.25,Regular Air,Maria Bertelson,Ontario,Ontario
1627,Furniture,8,1209.37,Delivery Truck,Maria Bertelson,Ontario,Ontario
1628,Office Supplies,23,404.24,Express Air,Guy Thornton,Ontario,Ontario
1629,Furniture,32,1381.88,Express Air,Guy Thornton,Ontario,Ontario
1630,Technology,43,1307.35,Express Air,Maria Bertelson,Ontario,Ontario
1631,Office Supplies,3,523.58,Express Air,Maria Bertelson,Ontario,Ontario
1632,Office Supplies,19,257.97,Regular Air,Bruce Stewart,Ontario,Ontario
1633,Office Supplies,42,619.77,Regular Air,Brian Thompson,Ontario,Ontario
1634,Office Supplies,21,7512.03,Express Air,Joseph Airdo,Ontario,Ontario
1635,Technology,27,2853.8835,Regular Air,Christina Vanderzanden,Ontario,Ontario
1636,Technology,31,240.63,Regular Air,Joseph Airdo,Ontario,Ontario
1637,Office Supplies,44,192.33,Regular Air,Ken Lonsdale,Ontario,Ontario
1638,Office Supplies,3,8.6,Regular Air,Joseph Airdo,Ontario,Ontario
1639,Furniture,13,1663.83,Delivery Truck,Guy Thornton,Ontario,Ontario
1640,Office Supplies,24,265.35,Regular Air,Robert Waldorf,Ontario,Ontario
1641,Office Supplies,40,7381.19,Regular Air,Guy Thornton,Ontario,Ontario
1642,Office Supplies,25,945.36,Regular Air,Joseph Airdo,Ontario,Ontario
1643,Office Supplies,46,9046.33,Delivery Truck,Christina Vanderzanden,Ontario,Ontario
1644,Office Supplies,43,367.96,Regular Air,Christina Vanderzanden,Ontario,Ontario
1645,Office Supplies,27,159.05,Regular Air,Christina Vanderzanden,Ontario,Ontario
1646,Office Supplies,39,116.14,Regular Air,Christina Vanderzanden,Ontario,Ontario
1647,Furniture,18,3344.11,Delivery Truck,Katrina Bavinger,Ontario,Ontario
1648,Office Supplies,32,463,Regular Air,Meg O'Connel,Ontario,Ontario
1649,Furniture,6,90.75,Regular Air,Bruce Stewart,Ontario,Ontario
1650,Office Supplies,39,113.09,Regular Air,Christine Sundaresam,Ontario,Ontario
1651,Office Supplies,27,1603.27,Regular Air,Guy Thornton,Ontario,Ontario
1652,Office Supplies,4,41.53,Regular Air,Ken Lonsdale,Ontario,Ontario
1653,Technology,3,2222.61,Regular Air,Lycoris Saunders,Ontario,Ontario
1654,Technology,11,618.1965,Regular Air,Joseph Airdo,Ontario,Ontario
1655,Technology,13,5236.14,Delivery Truck,Lycoris Saunders,Ontario,Ontario
1656,Office Supplies,11,74.02,Regular Air,Lycoris Saunders,Ontario,Ontario
1657,Office Supplies,47,198.08,Regular Air,Dorothy Dickinson,Ontario,Ontario
1658,Office Supplies,28,1553.66,Regular Air,Mary Zewe,Ontario,Ontario
1659,Technology,30,3276.9965,Regular Air,Mary Zewe,Ontario,Ontario
1660,Office Supplies,26,363.16,Express Air,Lycoris Saunders,Ontario,Ontario
1661,Technology,45,12571.63,Regular Air,Lycoris Saunders,Ontario,Ontario
1662,Office Supplies,21,128.86,Express Air,Lycoris Saunders,Ontario,Ontario
1663,Furniture,45,17884.53,Delivery Truck,Lycoris Saunders,Ontario,Ontario
1664,Technology,5,54.8,Regular Air,Janet Molinari,Ontario,Ontario
1665,Office Supplies,40,1038.19,Regular Air,Janet Molinari,Ontario,Ontario
1666,Office Supplies,9,51.75,Regular Air,Liz Thompson,Ontario,Ontario
1667,Office Supplies,34,772.56,Express Air,Maria Bertelson,Ontario,Ontario
1668,Furniture,16,108.73,Regular Air,Christine Sundaresam,Ontario,Ontario
1669,Technology,49,309.46,Regular Air,Robert Waldorf,Ontario,Ontario
1670,Office Supplies,3,876.75,Regular Air,Julie Prescott,Ontario,Ontario
1671,Furniture,22,1168.28,Delivery Truck,Maria Bertelson,Ontario,Ontario
1672,Office Supplies,31,614.35,Express Air,Maria Bertelson,Ontario,Ontario
1673,Office Supplies,1,3.63,Regular Air,Maria Bertelson,Ontario,Ontario
1674,Office Supplies,31,172.99,Regular Air,Maria Bertelson,Ontario,Ontario
1675,Office Supplies,29,1935.25,Regular Air,Annie Thurman,Ontario,Ontario
1676,Office Supplies,13,278.5,Regular Air,Annie Thurman,Ontario,Ontario
1677,Office Supplies,42,5423.58,Regular Air,Annie Thurman,Ontario,Ontario
1678,Technology,26,1196.7915,Regular Air,Meg O'Connel,Ontario,Ontario
1679,Office Supplies,46,325.97,Regular Air,Meg O'Connel,Ontario,Ontario
1680,Office Supplies,10,49.65,Regular Air,Meg O'Connel,Ontario,Ontario
1681,Technology,45,1375.3765,Regular Air,Maria Bertelson,Ontario,Ontario
1682,Technology,42,642.1,Regular Air,Maria Bertelson,Ontario,Ontario
1683,Office Supplies,47,945.86,Regular Air,Robert Waldorf,Ontario,Ontario
1684,Furniture,12,2340.504,Delivery Truck,Robert Waldorf,Ontario,Ontario
1685,Office Supplies,33,94.39,Regular Air,Christine Sundaresam,Ontario,Ontario
1686,Office Supplies,32,249.59,Regular Air,Brian Thompson,Ontario,Ontario
1687,Office Supplies,39,110.36,Regular Air,Joseph Airdo,Ontario,Ontario
1688,Office Supplies,9,58.98,Regular Air,Joseph Airdo,Ontario,Ontario
1689,Office Supplies,9,1455.04,Regular Air,Christina Vanderzanden,Ontario,Ontario
1690,Office Supplies,30,11041.42,Regular Air,Julie Prescott,Ontario,Ontario
1691,Office Supplies,32,73.55,Express Air,Guy Thornton,Ontario,Ontario
1692,Technology,46,4804.0385,Regular Air,Guy Thornton,Ontario,Ontario
1693,Office Supplies,14,76.06,Express Air,Meg O'Connel,Ontario,Ontario
1694,Furniture,50,18056.68,Delivery Truck,Meg O'Connel,Ontario,Ontario
1695,Office Supplies,42,372.69,Express Air,Rob Beeghly,Ontario,Ontario
1696,Technology,11,65.5,Regular Air,Ivan Gibson,Ontario,Ontario
1697,Office Supplies,14,136.85,Regular Air,Annie Thurman,Ontario,Ontario
1698,Furniture,1,12.74,Regular Air,Annie Thurman,Ontario,Ontario
1699,Technology,5,185.79,Regular Air,Bill Eplett,Ontario,Ontario
1700,Furniture,9,196.41,Regular Air,Bill Eplett,Ontario,Ontario
1701,Office Supplies,9,186.67,Regular Air,Bill Eplett,Ontario,Ontario
1702,Office Supplies,12,480.73,Regular Air,Maria Bertelson,Ontario,Ontario
1703,Office Supplies,25,159,Regular Air,Maria Bertelson,Ontario,Ontario
1704,Office Supplies,32,171.52,Regular Air,Julie Prescott,Ontario,Ontario
1705,Furniture,16,84.01,Regular Air,Meg O'Connel,Ontario,Ontario
1706,Office Supplies,23,445.17,Regular Air,Guy Thornton,Ontario,Ontario
1707,Office Supplies,37,2329.4,Regular Air,Meg O'Connel,Ontario,Ontario
1708,Office Supplies,9,106.05,Regular Air,Meg O'Connel,Ontario,Ontario
1709,Office Supplies,45,698.1,Regular Air,Meg O'Connel,Ontario,Ontario
1710,Furniture,40,1370.49,Regular Air,Christina Vanderzanden,Ontario,Ontario
1711,Office Supplies,5,39.44,Regular Air,Doug O'Connell,Ontario,Ontario
1712,Furniture,3,11.01,Regular Air,Doug O'Connell,Ontario,Ontario
1713,Office Supplies,26,195.51,Regular Air,Christina Vanderzanden,Ontario,Ontario
1714,Furniture,38,377.13,Regular Air,Christina Vanderzanden,Ontario,Ontario
1715,Office Supplies,4,170.45,Regular Air,Maria Bertelson,Ontario,Ontario
1716,Office Supplies,28,350.42,Regular Air,Maria Bertelson,Ontario,Ontario
1717,Technology,40,69.66,Regular Air,Christine Sundaresam,Ontario,Ontario
1718,Technology,6,112.4,Regular Air,Ivan Gibson,Ontario,Ontario
1719,Office Supplies,23,249.64,Regular Air,Ivan Gibson,Ontario,Ontario
1720,Technology,11,1255.48,Delivery Truck,Christina Vanderzanden,Ontario,Ontario
1721,Office Supplies,46,411.56,Express Air,Christina Vanderzanden,Ontario,Ontario
1722,Office Supplies,3,46.46,Regular Air,Craig Carroll,Ontario,Ontario
1723,Furniture,32,303.59,Regular Air,Liz MacKendrick,Ontario,Ontario
1724,Office Supplies,36,191.6,Regular Air,Liz MacKendrick,Ontario,Ontario
1725,Office Supplies,36,317.59,Regular Air,Craig Carroll,Ontario,Ontario
1726,Office Supplies,16,48.37,Regular Air,Christine Kargatis,Ontario,Ontario
1727,Furniture,47,1005.74,Regular Air,Liz MacKendrick,Ontario,Ontario
1728,Technology,37,6477.7395,Regular Air,Liz MacKendrick,Ontario,Ontario
1729,Furniture,14,244.85,Express Air,Christine Kargatis,Ontario,Ontario
1730,Furniture,21,316.35,Regular Air,Bobby Odegard,Ontario,Ontario
1731,Office Supplies,11,109.37,Regular Air,Bobby Odegard,Ontario,Ontario
1732,Office Supplies,50,6206.16,Regular Air,Craig Carroll,Ontario,Ontario
1733,Office Supplies,50,15383.7,Regular Air,Russell Applegate,Ontario,Ontario
1734,Technology,31,1637.457,Regular Air,Russell Applegate,Ontario,Ontario
1735,Office Supplies,16,1554.53,Regular Air,Bill Donatelli,Ontario,Ontario
1736,Office Supplies,1,356.95,Regular Air,Bill Donatelli,Ontario,Ontario
1737,Technology,17,112.86,Regular Air,Bill Donatelli,Ontario,Ontario
1738,Office Supplies,38,2063.42,Regular Air,Bill Donatelli,Ontario,Ontario
1739,Technology,24,116.82,Regular Air,Bill Donatelli,Ontario,Ontario
1740,Office Supplies,45,483.64,Regular Air,Bill Donatelli,Ontario,Ontario
1741,Technology,4,33.64,Regular Air,Bobby Odegard,Ontario,Ontario
1742,Technology,29,701.94,Regular Air,Bobby Odegard,Ontario,Ontario
1743,Furniture,33,126.88,Regular Air,Bill Donatelli,Ontario,Ontario
1744,Office Supplies,42,906.64,Express Air,Bill Donatelli,Ontario,Ontario
1745,Technology,45,882.96,Regular Air,Bill Donatelli,Ontario,Ontario
1746,Technology,3,58.14,Regular Air,Bill Donatelli,Ontario,Ontario
1747,Technology,39,1538.33,Regular Air,Bill Donatelli,Ontario,Ontario
1748,Office Supplies,39,147.46,Regular Air,Bill Donatelli,Ontario,Ontario
1749,Furniture,4,473.88,Delivery Truck,Duane Benoit,Ontario,Ontario
1750,Technology,50,849.031,Regular Air,Duane Benoit,Ontario,Ontario
1751,Furniture,4,1042.63,Delivery Truck,Liz MacKendrick,Ontario,Ontario
1752,Office Supplies,32,270.73,Express Air,Bill Donatelli,Ontario,Ontario
1753,Office Supplies,30,251.11,Regular Air,Bobby Odegard,Ontario,Ontario
1754,Office Supplies,21,64.44,Regular Air,Russell Applegate,Ontario,Ontario
1755,Office Supplies,16,77.96,Regular Air,Russell Applegate,Ontario,Ontario
1756,Office Supplies,29,9492.92,Delivery Truck,Duane Benoit,Ontario,Ontario
1757,Office Supplies,2,45.64,Express Air,Bill Donatelli,Ontario,Ontario
1758,Office Supplies,21,2954.14,Express Air,Bobby Odegard,Ontario,Ontario
1759,Technology,34,3375.3075,Regular Air,Bobby Odegard,Ontario,Ontario
1760,Office Supplies,15,85.56,Regular Air,Bill Donatelli,Ontario,Ontario
1761,Technology,8,754.6555,Regular Air,Bill Donatelli,Ontario,Ontario
1762,Office Supplies,19,108.21,Express Air,Russell Applegate,Ontario,Ontario
1763,Technology,1,36.31,Regular Air,Bill Donatelli,Ontario,Ontario
1764,Furniture,18,388.15,Regular Air,Bill Donatelli,Ontario,Ontario
1765,Furniture,11,231.27,Regular Air,Joel Jenkins,Ontario,Ontario
1766,Office Supplies,15,150.33,Express Air,Joel Jenkins,Ontario,Ontario
1767,Office Supplies,40,240.18,Regular Air,Brad Eason,Ontario,Ontario
1768,Office Supplies,45,529.28,Express Air,Brad Eason,Ontario,Ontario
1769,Office Supplies,47,887.45,Regular Air,Brad Eason,Ontario,Ontario
1770,Office Supplies,7,355.97,Regular Air,Brad Eason,Ontario,Ontario
1771,Furniture,44,9499.3,Delivery Truck,Bill Donatelli,Ontario,Ontario
1772,Technology,36,2544.985,Regular Air,Russell Applegate,Ontario,Ontario
1773,Technology,13,728.025,Regular Air,Duane Benoit,Ontario,Ontario
1774,Office Supplies,9,79.25,Express Air,Jason Gross,Ontario,Ontario
1775,Technology,26,1495.184,Regular Air,Harold Pawlan,Ontario,Ontario
1776,Office Supplies,7,23.84,Regular Air,Bill Donatelli,Ontario,Ontario
1777,Furniture,8,709.37,Delivery Truck,Duane Benoit,Ontario,Ontario
1778,Office Supplies,19,59.76,Express Air,Duane Benoit,Ontario,Ontario
1779,Furniture,45,7548.65,Delivery Truck,Bill Donatelli,Ontario,Ontario
1780,Technology,24,1318.8685,Regular Air,Bill Donatelli,Ontario,Ontario
1781,Furniture,23,4514.86,Delivery Truck,Brad Eason,Ontario,Ontario
1782,Office Supplies,30,79.14,Regular Air,Brad Eason,Ontario,Ontario
1783,Office Supplies,17,112.57,Regular Air,Harold Pawlan,Ontario,Ontario
1784,Office Supplies,43,1562.69,Regular Air,Harold Pawlan,Ontario,Ontario
1785,Office Supplies,32,1974.66,Express Air,Adam Bellavance,Ontario,Ontario
1786,Furniture,3,73.44,Delivery Truck,Adam Bellavance,Ontario,Ontario
1787,Office Supplies,3,12.11,Regular Air,Harold Pawlan,Ontario,Ontario
1788,Furniture,33,2667.92,Regular Air,Cari Sayre,Ontario,Ontario
1789,Furniture,15,2236.15,Delivery Truck,Cari Sayre,Ontario,Ontario
1790,Furniture,45,4165.04,Delivery Truck,Lisa DeCherney,Ontario,Ontario
1791,Office Supplies,17,117.33,Regular Air,Harold Pawlan,Ontario,Ontario
1792,Office Supplies,1,49.61,Regular Air,Adam Bellavance,Ontario,Ontario
1793,Office Supplies,1,21.45,Regular Air,Bill Donatelli,Ontario,Ontario
1794,Office Supplies,44,5347.13,Regular Air,Bill Donatelli,Ontario,Ontario
1795,Furniture,36,4581.41,Delivery Truck,Harold Pawlan,Ontario,Ontario
1796,Furniture,35,430.55,Regular Air,Roy Skaria,Ontario,Ontario
1797,Office Supplies,20,148.31,Regular Air,Joel Jenkins,Ontario,Ontario
1798,Office Supplies,37,191.36,Regular Air,Bill Donatelli,Ontario,Ontario
1799,Office Supplies,11,65.7,Regular Air,Sean O'Donnell,Ontario,Ontario
1800,Office Supplies,22,127.33,Regular Air,Sean O'Donnell,Ontario,Ontario
1801,Office Supplies,24,990.1,Regular Air,Sean O'Donnell,Ontario,Ontario
1802,Office Supplies,5,28.32,Regular Air,Susan Vittorini,Ontario,Ontario
1803,Technology,42,213.75,Regular Air,Sandra Glassco,Ontario,Ontario
1804,Furniture,24,7547.14,Regular Air,Sandra Glassco,Ontario,Ontario
1805,Furniture,2,224.32,Regular Air,Sandra Glassco,Ontario,Ontario
1806,Office Supplies,15,311.98,Regular Air,Sandra Glassco,Ontario,Ontario
1807,Office Supplies,3,14.49,Regular Air,Sandra Glassco,Ontario,Ontario
1808,Furniture,18,243.51,Regular Air,Skye Norling,Ontario,Ontario
1809,Office Supplies,22,755.6,Regular Air,Skye Norling,Ontario,Ontario
1810,Office Supplies,45,592.73,Regular Air,Skye Norling,Ontario,Ontario
1811,Office Supplies,36,100.87,Regular Air,Sean O'Donnell,Ontario,Ontario
1812,Office Supplies,33,9473.31,Delivery Truck,Susan Vittorini,Ontario,Ontario
1813,Technology,39,796.08,Regular Air,Shirley Schmidt,Ontario,Ontario
1814,Office Supplies,12,69.98,Regular Air,Sandra Glassco,Ontario,Ontario
1815,Furniture,35,418.34,Regular Air,Sandra Glassco,Ontario,Ontario
1816,Office Supplies,3,17.7,Regular Air,Sandra Glassco,Ontario,Ontario
1817,Office Supplies,12,45.61,Regular Air,Sandra Glassco,Ontario,Ontario
1818,Office Supplies,28,129.33,Express Air,Sandra Glassco,Ontario,Ontario
1819,Office Supplies,46,2461.23,Regular Air,Sandra Glassco,Ontario,Ontario
1820,Office Supplies,48,8295.29,Regular Air,Skye Norling,Ontario,Ontario
1821,Technology,43,6477.459,Regular Air,Sandra Glassco,Ontario,Ontario
1822,Furniture,31,295.45,Regular Air,Rick Wilson,Ontario,Ontario
1823,Office Supplies,5,16.24,Regular Air,Sandra Glassco,Ontario,Ontario
1824,Technology,16,28.65,Regular Air,Rick Wilson,Ontario,Ontario
1825,Technology,12,201.535,Regular Air,Rick Wilson,Ontario,Ontario
1826,Office Supplies,13,81.68,Regular Air,Skye Norling,Ontario,Ontario
1827,Office Supplies,21,147.16,Regular Air,Sandra Glassco,Ontario,Ontario
1828,Office Supplies,19,50.07,Regular Air,Sandra Glassco,Ontario,Ontario
1829,Furniture,32,6982.87,Delivery Truck,Sandra Glassco,Ontario,Ontario
1830,Office Supplies,17,464.59,Regular Air,Sandra Glassco,Ontario,Ontario
1831,Office Supplies,47,316.68,Regular Air,Sandra Glassco,Ontario,Ontario
1832,Office Supplies,23,172.9,Regular Air,Rick Wilson,Ontario,Ontario
1833,Office Supplies,4,32.72,Regular Air,Pauline Chand,Ontario,Ontario
1834,Office Supplies,46,517.93,Regular Air,Jennifer Halladay,Ontario,Ontario
1835,Furniture,24,2443.85,Delivery Truck,Ritsa Hightower,Ontario,Ontario
1836,Office Supplies,36,233.43,Regular Air,Joni Blumstein,Ontario,Ontario
1837,Furniture,27,9418.73,Delivery Truck,Pete Armstrong,Ontario,Ontario
1838,Office Supplies,1,5.68,Regular Air,Pete Armstrong,Ontario,Ontario
1839,Office Supplies,42,174.59,Regular Air,Pete Armstrong,Ontario,Ontario
1840,Technology,13,1265.497,Regular Air,Pete Armstrong,Ontario,Ontario
1841,Office Supplies,8,57.04,Regular Air,Pete Armstrong,Ontario,Ontario
1842,Technology,45,11532.99,Delivery Truck,Joni Blumstein,Ontario,Ontario
1843,Office Supplies,18,146.1,Express Air,Joni Blumstein,Ontario,Ontario
1844,Office Supplies,47,1505.57,Express Air,Pauline Chand,Ontario,Ontario
1845,Office Supplies,33,126.38,Regular Air,Pauline Chand,Ontario,Ontario
1846,Office Supplies,4,33.1,Regular Air,Pauline Chand,Ontario,Ontario
1847,Technology,37,288.55,Regular Air,Anna Gayman,Ontario,Ontario
1848,Office Supplies,29,357.96,Regular Air,Joni Blumstein,Ontario,Ontario
1849,Office Supplies,4,582.59,Regular Air,Nat Gilpin,Ontario,Ontario
1850,Technology,18,1297.4485,Regular Air,Anna Gayman,Ontario,Ontario
1851,Office Supplies,27,79.44,Regular Air,Pauline Chand,Ontario,Ontario
1852,Furniture,5,110.03,Regular Air,Pauline Chand,Ontario,Ontario
1853,Technology,50,2451.41,Regular Air,Rose O'Brian,Ontario,Ontario
1854,Technology,11,851.24,Delivery Truck,Rose O'Brian,Ontario,Ontario
1855,Furniture,26,3505.6,Regular Air,Rose O'Brian,Ontario,Ontario
1856,Office Supplies,22,96.75,Regular Air,Jennifer Halladay,Ontario,Ontario
1857,Furniture,47,5051.89,Regular Air,Joni Blumstein,Ontario,Ontario
1858,Furniture,2,302.91,Delivery Truck,Joni Blumstein,Ontario,Ontario
1859,Technology,29,842.6135,Regular Air,Joni Blumstein,Ontario,Ontario
1860,Office Supplies,44,117.97,Regular Air,Joni Blumstein,Ontario,Ontario
1861,Furniture,12,2237.76,Delivery Truck,Ritsa Hightower,Ontario,Ontario
1862,Office Supplies,4,20.59,Express Air,Ritsa Hightower,Ontario,Ontario
1863,Office Supplies,19,281.74,Regular Air,Ritsa Hightower,Ontario,Ontario
1864,Office Supplies,23,217.35,Regular Air,Ritsa Hightower,Ontario,Ontario
1865,Office Supplies,15,2746.57,Regular Air,Ritsa Hightower,Ontario,Ontario
1866,Furniture,4,256.77,Regular Air,Joni Blumstein,Ontario,Ontario
1867,Office Supplies,33,154.44,Regular Air,Pete Armstrong,Ontario,Ontario
1868,Office Supplies,17,822.91,Regular Air,Joni Blumstein,Ontario,Ontario
1869,Office Supplies,31,89.18,Regular Air,Rose O'Brian,Ontario,Ontario
1870,Technology,50,1540.285,Regular Air,Rose O'Brian,Ontario,Ontario
1871,Office Supplies,14,87.23,Express Air,Nat Gilpin,Ontario,Ontario
1872,Technology,21,187.14,Regular Air,Becky Castell,Ontario,Ontario
